0.000000000000000000e+00 1.169623459798651600e-41
2.000200020002000265e-04 1.223041259985101304e-41
4.000400040004000531e-04 1.278884406659126929e-41
6.000600060006001067e-04 1.337262362480482558e-41
8.000800080008001062e-04 1.398289500515946433e-41
1.000100010001000106e-03 1.462085323157022837e-41
1.200120012001200213e-03 1.528774690736824936e-41
1.400140014001400104e-03 1.598488060271763019e-41
1.600160016001600212e-03 1.671361734774911143e-41
1.800180018001800320e-03 1.747538123605316367e-41
2.000200020002000211e-03 1.827166014338885914e-41
2.200220022002200102e-03 1.910400856667432544e-41
2.400240024002400427e-03 1.997405058854893497e-41
2.600260026002600318e-03 2.088348297301934598e-41
2.800280028002800209e-03 2.183407839795687713e-41
3.000300030003000534e-03 2.282768883044747208e-41
3.200320032003200425e-03 2.386624905127772707e-41
3.400340034003400316e-03 2.495178033509289212e-41
3.600360036003600640e-03 2.608639429306719770e-41
3.800380038003800531e-03 2.727229688520842293e-41
4.000400040004000422e-03 2.851179260975159299e-41
4.200420042004200313e-03 2.980728887738404877e-41
4.400440044004400204e-03 3.116130057842988210e-41
4.600460046004600963e-03 3.257645485142850812e-41
4.800480048004800854e-03 3.405549606194965180e-41
5.000500050005000745e-03 3.560129100083669515e-41
5.200520052005200636e-03 3.721683431149921773e-41
5.400540054005400527e-03 3.890525415627338699e-41
5.600560056005600418e-03 4.066981813232541270e-41
5.800580058005801176e-03 4.251393944799390151e-41
6.000600060006001067e-03 4.444118337099165866e-41
6.200620062006200958e-03 4.645527396032551561e-41
6.400640064006400849e-03 4.856010109437181633e-41
6.600660066006600740e-03 5.075972780800330770e-41
6.800680068006800631e-03 5.305839795232483963e-41
7.000700070007000522e-03 5.546054419106470423e-41
7.200720072007201281e-03 5.797079634835333001e-41
7.400740074007401172e-03 6.059399012320473560e-41
7.600760076007601063e-03 6.333517618673388503e-41
7.800780078007800954e-03 6.619962967876849627e-41
8.000800080008000845e-03 6.919286012133699152e-41
8.200820082008201603e-03 7.232062176713208086e-41
8.400840084008400627e-03 7.558892440199580372e-41
8.600860086008601385e-03 7.900404462114701725e-41
8.800880088008800409e-03 8.257253759984473409e-41
9.000900090009001167e-03 8.630124937997040619e-41
9.200920092009201925e-03 9.019732969506184683e-41
9.400940094009400949e-03 9.426824535716280642e-41
9.600960096009601707e-03 9.852179423003399153e-41
9.800980098009800731e-03 1.029661198141243671e-40
1.000100010001000149e-02 1.076097264700301954e-40
1.020102010201020051e-02 1.124614953081133848e-40
1.040104010401040127e-02 1.175307007733141433e-40
1.060106010601060203e-02 1.228270279552945151e-40
1.080108010801080105e-02 1.283605906555213741e-40
1.100110011001100181e-02 1.341419502440699671e-40
1.120112011201120084e-02 1.401821353405480430e-40
1.140114011401140159e-02 1.464926623547925086e-40
1.160116011601160235e-02 1.530855569247930833e-40
1.180118011801180138e-02 1.599733762906629884e-40
1.200120012001200213e-02 1.671692326453163725e-40
1.220122012201220116e-02 1.746868175041896083e-40
1.240124012401240192e-02 1.825404271382010412e-40
1.260126012601260094e-02 1.907449891159883337e-40
1.280128012801280170e-02 1.993160900035831301e-40
1.300130013001300246e-02 2.082700042715009786e-40
1.320132013201320148e-02 2.176237244617217886e-40
1.340134013401340224e-02 2.273949926689531079e-40
1.360136013601360126e-02 2.376023333931559349e-40
1.380138013801380202e-02 2.482650878225733460e-40
1.400140014001400104e-02 2.594034496092788829e-40
1.420142014201420180e-02 2.710385022016077732e-40
1.440144014401440256e-02 2.831922578009887172e-40
1.460146014601460158e-02 2.958876980131267308e-40
1.480148014801480234e-02 3.091488162670437018e-40
1.500150015001500137e-02 3.230006620780623205e-40
1.520152015201520213e-02 3.374693872345832929e-40
1.540154015401540288e-02 3.525822939915092559e-40
1.560156015601560191e-02 3.683678853571592465e-40
1.580158015801580093e-02 3.848559175637778195e-40
1.600160016001600169e-02 4.020774548158820330e-40
1.620162016201620245e-02 4.200649264148730152e-40
1.640164016401640321e-02 4.388521863620024998e-40
1.660166016601660050e-02 4.584745755468907258e-40
1.680168016801680125e-02 4.789689866326485139e-40
1.700170017001700201e-02 5.003739317540598927e-40
1.720172017201720277e-02 5.227296131496975691e-40
1.740174017401740353e-02 5.460779968545990168e-40
1.760176017601760082e-02 5.704628895847614766e-40
1.780178017801780158e-02 5.959300189513782117e-40
1.800180018001800233e-02 6.225271171474286674e-40
1.820182018201820309e-02 6.503040082565567399e-40
1.840184018401840385e-02 6.793126993392778176e-40
1.860186018601860114e-02 7.096074754596370918e-40
1.880188018801880190e-02 7.412449988208001338e-40
1.900190019001900266e-02 7.742844121869038224e-40
1.920192019201920341e-02 8.087874467743553505e-40
1.940194019401940417e-02 8.448185348053530344e-40
1.960196019601960146e-02 8.824449269229060984e-40
1.980198019801980222e-02 9.217368146765705183e-40
2.000200020002000298e-02 9.627674582959051448e-40
2.020202020202020374e-02 1.005613319978896565e-39
2.040204020402040103e-02 1.050354202931126800e-39
2.060206020602060178e-02 1.097073396403018484e-39
2.080208020802080254e-02 1.145857826981017494e-39
2.100210021002100330e-02 1.196798216401929632e-39
2.120212021202120406e-02 1.249989246168258662e-39
2.140214021402140135e-02 1.305529729257254056e-39
2.160216021602160211e-02 1.363522789225605223e-39
2.180218021802180287e-02 1.424076047027876288e-39
2.200220022002200362e-02 1.487301815877162963e-39
2.220222022202220438e-02 1.553317304492816894e-39
2.240224022402240167e-02 1.622244829093126938e-39
2.260226022602260243e-02 1.694212034507603315e-39
2.280228022802280319e-02 1.769352124796931682e-39
2.300230023002300395e-02 1.847804103788717398e-39
2.320232023202320470e-02 1.929713025950288241e-39
2.340234023402340199e-02 2.015230258041744495e-39
2.360236023602360275e-02 2.104513752007836506e-39
2.380238023802380351e-02 2.197728329589074710e-39
2.400240024002400427e-02 2.295045979151191042e-39
2.420242024202420156e-02 2.396646165255170849e-39
2.440244024402440232e-02 2.502716151508800129e-39
2.460246024602460307e-02 2.613451337268522886e-39
2.480248024802480383e-02 2.729055608778721897e-39
2.500250025002500459e-02 2.849741705365986193e-39
2.520252025202520188e-02 2.975731601327355355e-39
2.540254025402540264e-02 3.107256904181785003e-39
2.560256025602560340e-02 3.244559269980490304e-39
2.580258025802580416e-02 3.387890836402640409e-39
2.600260026002600491e-02 3.537514674391613862e-39
2.620262026202620220e-02 3.693705259121874358e-39
2.640264026402640296e-02 3.856748961115728953e-39
2.660266026602660372e-02 4.026944558369121631e-39
2.680268026802680448e-02 4.204603770376209017e-39
2.700270027002700524e-02 4.390051814984908240e-39
2.720272027202720252e-02 4.583627989050468358e-39
2.740274027402740328e-02 4.785686273900765529e-39
2.760276027602760404e-02 4.996595966661323675e-39
2.780278027802780480e-02 5.216742338542122564e-39
2.800280028002800209e-02 5.446527321224758459e-39
2.820282028202820285e-02 5.686370222546677937e-39
2.840284028402840361e-02 5.936708472717813116e-39
2.860286028602860436e-02 6.197998402369934623e-39
2.880288028802880512e-02 6.470716053781890330e-39
2.900290029002900241e-02 6.755358026689799535e-39
2.920292029202920317e-02 7.052442360142024776e-39
2.940294029402940393e-02 7.362509451929870606e-39
2.960296029602960469e-02 7.686123017177591078e-39
2.980298029802980544e-02 8.023871087755803468e-39
3.000300030003000273e-02 8.376367054235297216e-39
3.020302030203020349e-02 8.744250752189300792e-39
3.040304030403040425e-02 9.128189594710711088e-39
3.060306030603060501e-02 9.528879753102761519e-39
3.080308030803080577e-02 9.947047387773534723e-39
3.100310031003100306e-02 1.038344993145577598e-38
3.120312031203120381e-02 1.083887742696450444e-38
3.140314031403140110e-02 1.131415392178663448e-38
3.160316031603160186e-02 1.181013892190769592e-38
3.180318031803180262e-02 1.232772890736912480e-38
3.200320032003200338e-02 1.286785891216398342e-38
3.220322032203220414e-02 1.343150417117589666e-38
3.240324032403240490e-02 1.401968183699653292e-38
3.260326032603260565e-02 1.463345276955509331e-38
3.280328032803280641e-02 1.527392340163529866e-38
3.300330033003300717e-02 1.594224768347036974e-38
3.320332033203320099e-02 1.663962910974466819e-38
3.340334033403340175e-02 1.736732283247193833e-38
3.360336033603360251e-02 1.812663786336427852e-38
3.380338033803380327e-02 1.891893936944865574e-38
3.400340034003400402e-02 1.974565106586169689e-38
3.420342034203420478e-02 2.060825770989585213e-38
3.440344034403440554e-02 2.150830770056635075e-38
3.460346034603460630e-02 2.244741578811447423e-38
3.480348034803480706e-02 2.342726589808035818e-38
3.500350035003500782e-02 2.444961407474148446e-38
3.520352035203520163e-02 2.551629154894183603e-38
3.540354035403540239e-02 2.662920793551469751e-38
3.560356035603560315e-02 2.779035456575100872e-38
3.580358035803580391e-02 2.900180796056241809e-38
3.600360036003600467e-02 3.026573345025480114e-38
3.620362036203620543e-02 3.158438894703176070e-38
3.640364036403640619e-02 3.296012887665979350e-38
3.660366036603660694e-02 3.439540827592863807e-38
3.680368036803680770e-02 3.589278706288060557e-38
3.700370037003700152e-02 3.745493448701391036e-38
3.720372037203720228e-02 3.908463376701585904e-38
3.740374037403740304e-02 4.078478692385124162e-38
